fixed acidity,volatile acidity,citric acid,residual sugar,quality
10.992981932033302,0.6212433211481156,0.4080548720552145,2.056750913891325,4.0
7.850540149044847,0.8317886874125299,0.011943246685718192,2.894357667675453,4.0
5.987188753142362,0.6475107798285362,0.023886493371436383,1.5815134217141815,4.0
10.329184474697444,0.587864805933718,0.2108123869854946,2.0733100741714754,4.0
8.459099605006884,0.5963639842002754,0.2386379289012389,2.5272796840055065,4.0
8.023134252097176,0.7973044070292211,0.24698230022715584,2.134034371275672,4.0
6.522708148027085,0.7386038516460451,0.08590972839909715,3.2455565438555443,4.0
7.237859725372464,1.22872393361129,0.031103672549002308,1.918929862686232,4.0
8.258699452279544,0.7456854290476909,0.32784162701475233,2.6123023734553112,4.0
5.766991340028068,0.6707363814202922,0.1100617665345376,2.051375360832164,4.0
8.990855362226933,0.7572339392353781,0.03832085172656823,1.6251872241014766,4.0
9.847247645884485,0.5976794394601825,0.4170453251282658,2.368780381106389,4.0
7.539427227091108,0.3832469481133853,0.4920600929925741,2.618553989219345,4.0
7.412456821412668,0.6926254852565262,0.0,1.9656573839404987,4.0
9.380777860954161,0.8228859606781489,0.3776162526305952,2.8923137842029383,4.0
11.245322477199569,0.4611330619299892,0.43408870795332616,1.5704435397666308,4.0
6.086667067185634,0.7418132308004775,0.3328339083594095,1.9216001922491048,4.0
8.659835385824813,0.7674104949315248,0.06172633671231675,2.2224897116140507,4.0
7.134631153072799,0.757283555293295,0.00913422117318005,1.8543288941341,4.0
8.012946004041561,0.7846763498989608,0.0,2.0663900028868314,4.0
7.3,0.8928850807759887,0.04594814329190645,1.998703582297661,4.0
7.390372154279535,0.6466302539978372,0.2417502916287285,2.35382953903938,4.0
7.614577660778459,1.07633003948727,0.08711001316242334,2.9711001316242336,4.0
6.8,0.7259715618940827,0.05935229207061151,2.9805687621183456,4.0
8.329931096986728,0.673806905774871,0.2631724122686164,7.5013791655185535,4.0
5.8088270778674165,0.6774274464135394,0.05059950597074992,1.7088270778674155,4.0
7.6303702812526115,0.8763838663344072,0.27887988374516903,2.0699663380679443,4.0
10.641134038931028,0.5887169632824452,0.5118116241984315,2.112830367175548,4.0
7.254676648613386,0.5991368270146851,0.018297608703556158,2.1729021981511814,4.0
7.80932014651082,0.8429555006104618,0.014088998779076503,3.0995797313968314,4.0
7.825062186280358,1.0586059351171704,0.02250621862803581,1.874937813719642,4.0
7.0,0.9249164539466316,0.11944286615361867,2.0,4.0
6.5073989562890375,0.6844730837363264,0.01567264805859412,1.6910313592187451,4.0
7.786340810289433,0.8999401953814634,0.11958826210431088,2.9293118667056914,4.0
6.806365607814777,0.6770327848227109,0.3157726411267173,4.221354764833508,4.0
6.4206857466850975,0.7739657126657452,0.008827429867403862,1.9675885519889424,4.0
8.100485725694595,0.7824878568576351,0.0,2.1289183754961396,4.0
10.876121112824187,0.6008389376611218,0.3157726411267173,2.1780642761461886,4.0
7.317946310486626,0.7435172573435845,0.0673992330069518,2.36996165034759,4.0
6.943570011613287,0.9520455034010344,0.038113331437177836,2.2256100182494527,4.0
7.718401948330017,0.8767941860785955,0.11973365805500305,2.2952542425540092,4.0
